Company_Name,Sector,Funding_round,Amount_raised,Sub-sector,Source Website
Delve,Enterprise Software,Series A-1,$32MM,Business Operations,https://forgeglobal.com/search-companies/?page=34
Demandbase,Enterprise Software,Series J,$88.32MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=23
Denodo,Enterprise Software,--,--,Data Management / Storage,https://forgeglobal.com/search-companies/?page=144
Density,Enterprise Software,Series D,$125MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=21
Dental Monitoring,Healthcare,--,--,Digital Health,https://forgeglobal.com/search-companies/?page=127
Descript,Consumer & Lifestyle,Series C,$50.7MM,Media,https://forgeglobal.com/search-companies/?page=49
Deserve,Fintech,Series EE,$18.38MM,Lending,https://forgeglobal.com/search-companies/?page=61
Deskera,Enterprise Software,--,--,Business Operations,https://forgeglobal.com/search-companies/?page=144
Desktop Metal,Industrial,Series E,$159.79MM,Manufacturing,https://forgeglobal.com/search-companies/?page=132
Detect,Healthcare,Series A,$50MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=76
Devo,Enterprise Software,Series J,$100.85MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=90
Devoted Health,Healthcare,Series F-Prime,$317MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=5
DevRev,Enterprise Software,Series A,$100.83MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=28
Dewpoint,Healthcare,Series D,$78.54MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=140
Dexterity,Industrial,Series B-8,$49.5MM,Robotics,https://forgeglobal.com/search-companies/?page=25
Dia&Co,Consumer & Lifestyle,Series C,$45.4MM,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=107
Diagnostic Robotics,Healthcare,--,--,Healthcare Software,https://forgeglobal.com/search-companies/?page=112
Dialpad,Enterprise Software,Series F,$210.03MM,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=32
Diamond Foundry,Industrial,Series C,$200MM,Materials,https://forgeglobal.com/search-companies/?page=10
Dice,Consumer & Lifestyle,--,--,Entertainment,https://forgeglobal.com/search-companies/?page=112
Didi Chuxing,Transportation,--,--,Ridesharing,https://forgeglobal.com/search-companies/?page=112
DigiLens,Industrial,Series D,$47.62MM,Augmented / Virtual Reality,https://forgeglobal.com/search-companies/?page=153
Digit,Fintech,Series C,$32.4MM,Personal Finance,https://forgeglobal.com/search-companies/?page=122
Digital Asset,Enterprise Software,,,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=7
Digital Brands Group,Consumer & Lifestyle,--,--,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=160
Digital Currency Group,Fintech,--,--,Blockchain,https://forgeglobal.com/search-companies/?page=26
Digital Diagnostics,Healthcare,Series B,$76.39MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=75
Digital Reasoning,Enterprise Software,Series D-1,$15MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=137
Digital Shadows,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=160
DigitalOcean,Enterprise Software,Series C,$50MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=65
Digits,Enterprise Software,Series C,$65MM,Business Operations,https://forgeglobal.com/search-companies/?page=83
Disc Medicine,Healthcare,Series B,$90MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=174
Discord,Consumer & Lifestyle,Series I,$500MM,Social,https://forgeglobal.com/search-companies/?page=2
Discord,Consumer & Lifestyle,Series I,$500MM,Social,https://forgeglobal.com/search-companies/?page=2
Dispatch Biotherapeutics,Healthcare,Series A,$114MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=109
DispatchHealth,Healthcare,Series E-1,$160.91MM,Digital Health,https://forgeglobal.com/search-companies/?page=117
DISQO,Enterprise Software,Series B-1,$10MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=73
Distil Networks,Enterprise Software,Series C,$27.51MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=174
Distributional,Enterprise Software,--,--,Productivity,https://forgeglobal.com/search-companies/?page=127
DistroKid,Consumer & Lifestyle,--,--,Entertainment,https://forgeglobal.com/search-companies/?page=77
Distyl AI,Enterprise Software,Series B,$175MM,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=103
Ditto,Enterprise Software,Series B,$82.7MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=44
Divergent,Industrial,Series E,$153.1MM,Manufacturing,https://forgeglobal.com/search-companies/?page=3
Divvy,Enterprise Software,Series D,$165MM,Business Operations,https://forgeglobal.com/search-companies/?page=52
Divvy Homes,Real Estate,Series D,$154.47MM,Real Estate Products & Services,https://forgeglobal.com/search-companies/?page=80
DJI,Industrial,,,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=3
DNAnexus,Healthcare,Series I,$200MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=134
Doceree,Healthcare,Series B-2,$7.5MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=123
Docker,Enterprise Software,Series C,$105MM,Software Development,https://forgeglobal.com/search-companies/?page=14
Doctolib,Healthcare,--,--,Digital Health,https://forgeglobal.com/search-companies/?page=50
Doctor on Demand,Healthcare,Series D,$78.74MM,Digital Health,https://forgeglobal.com/search-companies/?page=59
DoiT,Enterprise Software,--,--,Business Operations,https://forgeglobal.com/search-companies/?page=160
Dolls Kill,Consumer & Lifestyle,Series B,$40MM,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=49
Doma Holdings,Real Estate,--,--,Real Estate Products & Services,https://forgeglobal.com/search-companies/?page=112
Domestika,Education,Series D,$109.93MM,E-Learning,https://forgeglobal.com/search-companies/?page=132
Domino Data Lab,Enterprise Software,Series F Non-Voting,$10MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=11
Dooly,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=161
DoorDash,Transportation,Series H,$429.25MM,Delivery Services,https://forgeglobal.com/search-companies/?page=52
DoorLoop,Real Estate,Series B,$100MM,Real Estate Software,https://forgeglobal.com/search-companies/?page=154
Dosh,Fintech,--,--,Personal Finance,https://forgeglobal.com/search-companies/?page=144
Dott,Transportation,--,--,Electric Vehicles,https://forgeglobal.com/search-companies/?page=46
DoubleDutch,Consumer & Lifestyle,--,--,Consumer & Lifestyle Enterprise Software,https://forgeglobal.com/search-companies/?page=161
DraftKings,Consumer & Lifestyle,Series F,$200MM,Entertainment,https://forgeglobal.com/search-companies/?page=80
Dragonfly Therapeutics,Healthcare,--,--,Other Healthcare,https://forgeglobal.com/search-companies/?page=127
Dragos,Enterprise Software,Series D,$210MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=6
Drata,Enterprise Software,Series Junior,$126.83MM,Business Operations,https://forgeglobal.com/search-companies/?page=13
Dream Games,Consumer & Lifestyle,--,--,Gaming,https://forgeglobal.com/search-companies/?page=56
Dreamscape Immersive,Consumer & Lifestyle,--,--,Entertainment,https://forgeglobal.com/search-companies/?page=69
Dremio,Enterprise Software,Series E,$160MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=117
Dribbble,Enterprise Software,--,--,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=161
Drift,Enterprise Software,Series C-1,$30MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=48
Drip Capital,Fintech,Series C,$63MM,Lending,https://forgeglobal.com/search-companies/?page=121
DriveWealth,Fintech,Series D-1,$449.89MM,Capital Markets,https://forgeglobal.com/search-companies/?page=11
Drizly,Transportation,--,--,Delivery Services,https://forgeglobal.com/search-companies/?page=112
DroneDeploy,Industrial,Series E-1,$15MM,Industrial Software,https://forgeglobal.com/search-companies/?page=10
Druva,Enterprise Software,Series H,$147MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=22
Dstillery,Enterprise Software,Series 1,$5.9MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=140
Dtex,Enterprise Software,Series E,$50MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=44
DualEntry,Fintech,Series A-6,$20.75MM,Fintech Software,https://forgeglobal.com/search-companies/?page=171
DuckDuckgo,Consumer & Lifestyle,Series C-1,$29.65MM,Consumer Applications,https://forgeglobal.com/search-companies/?page=22
Duda,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=127
Duetto,Consumer & Lifestyle,Series D,$80MM,Consumer & Lifestyle Enterprise Software,https://forgeglobal.com/search-companies/?page=110
Dune,Fintech,--,--,Blockchain,https://forgeglobal.com/search-companies/?page=50
Dunzo,Consumer & Lifestyle,--,--,Consumer Applications,https://forgeglobal.com/search-companies/?page=112
Duo Security,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=87
Duolingo,Education,Series H,$35MM,E-Learning,https://forgeglobal.com/search-companies/?page=64
Dust Identity,Consumer & Lifestyle,--,--,Automotive,https://forgeglobal.com/search-companies/?page=112
Dusty Robotics,Industrial,Series B2,$15MM,Robotics,https://forgeglobal.com/search-companies/?page=40
Dutchie,Consumer & Lifestyle,Series X,$277.76MM,E-commerce,https://forgeglobal.com/search-companies/?page=25
dYdX,Fintech,--,--,Other Fintech,https://forgeglobal.com/search-companies/?page=87
Dynamic Labs,Fintech,--,--,Blockchain,https://forgeglobal.com/search-companies/?page=62
Dynamic Signal,Enterprise Software,Series E,$46.51MM,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=84
Dynamics,Fintech,Series C,$70MM,Payments,https://forgeglobal.com/search-companies/?page=83
Dynamo AI,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=112
Eagle Eye Networks,Enterprise Software,Series F-2,$100MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=104
Eargo,Consumer & Lifestyle,Series E,$84.14MM,Consumer Electronics,https://forgeglobal.com/search-companies/?page=76
Earnin,Fintech,Series 5,$27MM,Lending,https://forgeglobal.com/search-companies/?page=12
Earth Optics,Enterprise Software,--,--,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=127
EasyKnock,Real Estate,Series D-1,$17.07MM,Real Estate Software,https://forgeglobal.com/search-companies/?page=120
EasyPost,Enterprise Software,Series B-2,$25MM,Business Operations,https://forgeglobal.com/search-companies/?page=14
Eat Just,Foodtech,Series F,$613.25MM,Animal-Free Protein,https://forgeglobal.com/search-companies/?page=14
EatStreet,Transportation,Series C-3,$12MM,Delivery Services,https://forgeglobal.com/search-companies/?page=175
Eaze,Consumer & Lifestyle,Series E,$75MM,E-commerce,https://forgeglobal.com/search-companies/?page=65
Ecellix,Technology Hardware,--,--,Computing Hardware,https://forgeglobal.com/search-companies/?page=112
Echodyne,Transportation,Series C-1,$73.93MM,Autonomous Vehicles,https://forgeglobal.com/search-companies/?page=135
EchoPay,Fintech,Series B,$62.5MM,Payments,https://forgeglobal.com/search-companies/?page=155
EcoSense,Consumer & Lifestyle,--,--,Consumer Electronics,https://forgeglobal.com/search-companies/?page=144
EcoVadis,Enterprise Software,--,--,Business Operations,https://forgeglobal.com/search-companies/?page=161
Ecovative Design,Industrial,--,--,Other Industrial,https://forgeglobal.com/search-companies/?page=19
Eden Health,Healthcare,Series C,$60MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=107
Edge Delta,Enterprise Software,Series B,$66MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=60
EdgeQ,Technology Hardware,Series B,$18.04MM,Communications Equipment,https://forgeglobal.com/search-companies/?page=172
Edison Scientific,Healthcare,Series Seed,$51MM,Other Healthcare,https://forgeglobal.com/search-companies/?page=123
eFFECTOR Therapeutics,Healthcare,Series C,$39.1MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=157
EgeneraEGRA,Enterprise Software,--,--,Data Management / Storage,https://forgeglobal.com/search-companies/?page=144
Egenesis,Healthcare,Series D,$90.96MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=6
Egnyte,Enterprise Software,Series E,$75MM,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=30
EigenLayer,Fintech,Series B,$100MM,Blockchain Software,https://forgeglobal.com/search-companies/?page=152
Eight Sleep,Consumer & Lifestyle,Series D-1,$46MM,Home Products,https://forgeglobal.com/search-companies/?page=7
Eightfold.ai,Enterprise Software,Series E,$221.81MM,Human Resources,https://forgeglobal.com/search-companies/?page=12
Eikon Therapeutics,Healthcare,Series D,$350.7MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=52
Einride,Transportation,--,--,Autonomous Vehicles,https://forgeglobal.com/search-companies/?page=87
Eko Health,Healthcare,Series D,$41MM,Medical Devices,https://forgeglobal.com/search-companies/?page=85
Elai.io,Enterprise Software,--,--,Productivity,https://forgeglobal.com/search-companies/?page=87
Elation Health,Healthcare,Series D,$50MM,Digital Health,https://forgeglobal.com/search-companies/?page=154
Electra,Industrial,Series B,$140.54MM,Manufacturing,https://forgeglobal.com/search-companies/?page=66
Electric AI,Enterprise Software,Series D-1,$23.35MM,Business Operations,https://forgeglobal.com/search-companies/?page=58
Electric Hydrogen,Energy,Series C-1,$979 980.31,Clean Energy,https://forgeglobal.com/search-companies/?page=11
Electrify America,Energy,--,--,Clean Energy,https://forgeglobal.com/search-companies/?page=37
Elektrofi,Healthcare,Series C,$96.45MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=136
Element AI,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=161
Element Biosciences,Healthcare,Series D-1,$138.5MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=28
Element Energy,Energy,Series AA-1,$73MM,Energy Storage,https://forgeglobal.com/search-companies/?page=61
Element Science,Healthcare,Series C-3,$163.35,Medical Devices,https://forgeglobal.com/search-companies/?page=97
Elemy,Healthcare,Series B,$211.59MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=169
Elevance Renewable Sciences,Industrial,--,--,Materials,https://forgeglobal.com/search-companies/?page=127
Elevate Brands,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=144
