Company_Name,Sector,Funding_round,Amount_raised,Sub-sector,Source Website
SaltPay,Fintech,--,--,Fintech Software,https://forgeglobal.com/search-companies/?page=148
Samara,Consumer & Lifestyle,Series B,$27.85MM,Home Products,https://forgeglobal.com/search-companies/?page=172
Samba TV,Consumer & Lifestyle,Series C,$30.12MM,Entertainment,https://forgeglobal.com/search-companies/?page=60
SambaNova Systems,Enterprise Software,Series E-1,$300MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=2
SambaNova Systems,Enterprise Software,Series E-1,$300MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=2
Sambazon,Foodtech,Series F-3,$45MM,Food Products & Services,https://forgeglobal.com/search-companies/?page=138
SamCart,Enterprise Software,Series B,$87.6MM,Productivity,https://forgeglobal.com/search-companies/?page=173
Samsara,Enterprise Software,Series F,$700MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=42
Sana,Enterprise Software,Series 2,$24.04MM,Business Operations,https://forgeglobal.com/search-companies/?page=175
Sanas,Enterprise Software,Series B,$32.68MM,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=28
Sandbox VR,Consumer & Lifestyle,--,--,Gaming,https://forgeglobal.com/search-companies/?page=89
SandboxAQ,Enterprise Software,Series E,$450MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=3
Santa Ana Bio,Healthcare,Series B-2,$62.5MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=96
Sapience Therapeutics,Healthcare,Series B,$28.25MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=109
Sarcos,Industrial,--,--,Robotics,https://forgeglobal.com/search-companies/?page=165
Sardine,Fintech,Series C-1,$25.13MM,Payments,https://forgeglobal.com/search-companies/?page=48
Sauce Labs,Enterprise Software,Series F,$50MM,Software Development,https://forgeglobal.com/search-companies/?page=66
Savage X Fenty,Consumer & Lifestyle,Series C,$127.48MM,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=13
Savana,Fintech,--,--,Digital Banking,https://forgeglobal.com/search-companies/?page=79
Saviynt,Enterprise Software,Series B,$700MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=117
Savvy Wealth,Fintech,--,--,Personal Finance,https://forgeglobal.com/search-companies/?page=165
Scalable Capital,Fintech,--,--,Capital Markets,https://forgeglobal.com/search-companies/?page=24
Scalapay,Fintech,--,--,Payments,https://forgeglobal.com/search-companies/?page=165
Scale AI,Enterprise Software,Series G-2,$7.15B,Data Intelligence,https://forgeglobal.com/search-companies/?page=2
Scale AI,Enterprise Software,Series G-2,$7.15B,Data Intelligence,https://forgeglobal.com/search-companies/?page=2
Scale Computing,Enterprise Software,--,--,Data Management / Storage,https://forgeglobal.com/search-companies/?page=63
ScaleFlux,Enterprise Software,--,--,Data Management / Storage,https://forgeglobal.com/search-companies/?page=23
ScaleOps,Enterprise Software,--,--,Productivity,https://forgeglobal.com/search-companies/?page=89
Scentbird,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=130
Sceye,Industrial,Series C-3,$24MM,Other Industrial,https://forgeglobal.com/search-companies/?page=134
SchooLinks,Education,Series B,$80MM,Education Software,https://forgeglobal.com/search-companies/?page=173
Science Corporation,Healthcare,Series C,$230.05MM,Medical Devices,https://forgeglobal.com/search-companies/?page=72
Science Exchange,Enterprise Software,--,--,Productivity,https://forgeglobal.com/search-companies/?page=165
ScienceLogic,Enterprise Software,Series E,$62.96MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=30
Scipher Medicine,Healthcare,Series D,$120.72MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=171
Scoop Technologies,Enterprise Software,Series 1,$11MM,Business Operations,https://forgeglobal.com/search-companies/?page=175
Scope3,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=89
Scopely,Consumer & Lifestyle,Series F,$500MM,Gaming,https://forgeglobal.com/search-companies/?page=42
Scorpion Therapeutics,Healthcare,Series C-2,$24.31MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=48
Scout Space,Industrial,--,--,Other Industrial,https://forgeglobal.com/search-companies/?page=148
Scratchpad,Enterprise Software,Series B,$33MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=139
Scratchpay,Fintech,--,--,Payments,https://forgeglobal.com/search-companies/?page=115
Scribd,Consumer & Lifestyle,Series E,$25MM,Media,https://forgeglobal.com/search-companies/?page=49
Scribe,Enterprise Software,Series C,$75MM,Productivity,https://forgeglobal.com/search-companies/?page=53
Scribe Therapeutics,Healthcare,Series B,$100.45MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=28
ScyllaDB,Enterprise Software,--,--,Data Management / Storage,https://forgeglobal.com/search-companies/?page=79
Seaport Therapeutics,Healthcare,Series B,$226MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=93
SeatGeek,Consumer & Lifestyle,Series E,$238MM,E-commerce,https://forgeglobal.com/search-companies/?page=24
Secfi,Fintech,--,--,Personal Finance,https://forgeglobal.com/search-companies/?page=101
Second Dinner,Consumer & Lifestyle,Series B,$100MM,Gaming,https://forgeglobal.com/search-companies/?page=154
Second Front Systems,Enterprise Software,Series C,$70MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=65
Secureframe,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=56
Securiti,Enterprise Software,Series C,$77MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=82
Securitize,Fintech,Series B-4,$29.2MM,Blockchain,https://forgeglobal.com/search-companies/?page=16
SecurityScorecard,Enterprise Software,Series E,$180MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=19
Seegrid,Industrial,Series D,$50MM,Robotics,https://forgeglobal.com/search-companies/?page=156
Seek,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=89
SeekOut,Enterprise Software,Series C,$101.25MM,Human Resources,https://forgeglobal.com/search-companies/?page=133
Seekr,Enterprise Software,Preferred,$100MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=91
Seeq,Industrial,Series D,$50MM,Industrial Software,https://forgeglobal.com/search-companies/?page=82
Seeqc,Technology Hardware,--,--,Computing Hardware,https://forgeglobal.com/search-companies/?page=79
Seer,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=165
Segment,Enterprise Software,Series D,$175MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=151
Sei,Fintech,--,--,Blockchain Software,https://forgeglobal.com/search-companies/?page=148
Seismic,Enterprise Software,Series G,$173.11MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=18
Seismic Therapeutic,Healthcare,Series B,$146.28MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=120
Self Financial,Fintech,Series E,$50MM,Personal Finance,https://forgeglobal.com/search-companies/?page=64
Self-Custody,Fintech,--,--,Personal Finance,https://forgeglobal.com/search-companies/?page=115
Selfbook,Fintech,--,--,Payments,https://forgeglobal.com/search-companies/?page=165
Selina,Consumer & Lifestyle,--,--,Travel & Hospitality,https://forgeglobal.com/search-companies/?page=130
Selkirk Pharma,Healthcare,Series Seed IV,$24.1MM,Other Healthcare,https://forgeglobal.com/search-companies/?page=151
SellerX,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=165
Sema4,Healthcare,Series C,$121.4MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=117
Semasio,Enterprise Software,Series C-3,$3.1MM,Business Operations,https://forgeglobal.com/search-companies/?page=175
Semgrep,Enterprise Software,Series D,$100MM,Software Development,https://forgeglobal.com/search-companies/?page=92
Semios,Foodtech,--,--,Agtech,https://forgeglobal.com/search-companies/?page=101
Semperis,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=70
Send,Fintech,--,--,Payments,https://forgeglobal.com/search-companies/?page=115
Senda Biosciences,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=79
SendBird,Enterprise Software,Series C,$100.01MM,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=35
Sendoso,Enterprise Software,Series D-1,$6.65MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=85
Sendwave,Fintech,--,--,Payments,https://forgeglobal.com/search-companies/?page=148
Sennder,Industrial,--,--,Logistics,https://forgeglobal.com/search-companies/?page=51
Sense,Energy,Series C-1,$112.68MM,Energy Efficiency,https://forgeglobal.com/search-companies/?page=74
Sensely,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=166
Sentieo,Fintech,--,--,Other Fintech,https://forgeglobal.com/search-companies/?page=130
SentiLink,Enterprise Software,Series B-1,$62.2MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=49
SentinelOne,Enterprise Software,Series F,$290.15MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=31
Sentry,Enterprise Software,Series E,$50MM,Software Development,https://forgeglobal.com/search-companies/?page=64
Sentry AI,Industrial,--,--,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=148
Sentz,Fintech,Series B,$75MM,Payments,https://forgeglobal.com/search-companies/?page=169
Septerna,Healthcare,Series B,$150MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=173
Serena & Lily,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=101
Serval,Enterprise Software,Series B,$50MM,Software Development,https://forgeglobal.com/search-companies/?page=152
ServiceTitan,Industrial,Series H-1,$24.04MM,Industrial Software,https://forgeglobal.com/search-companies/?page=22
Sesame AI,Enterprise Software,Series B,$248.11MM,Business Operations,https://forgeglobal.com/search-companies/?page=104
SessionM,Enterprise Software,Series E,$23.8MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=157
SetPoint Medical,Healthcare,Series D,$115MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=36
Settle,Fintech,Series C-2,$12.6MM,Payments,https://forgeglobal.com/search-companies/?page=60
Seurat,Industrial,Series C-1,$43.68MM,Manufacturing,https://forgeglobal.com/search-companies/?page=121
Seven Bridges,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=148
Sevenrooms,Consumer & Lifestyle,Series C-1,$15.5MM,Travel & Hospitality,https://forgeglobal.com/search-companies/?page=151
SFOX,Fintech,--,--,Blockchain,https://forgeglobal.com/search-companies/?page=63
Shadow,Consumer & Lifestyle,--,--,Gaming,https://forgeglobal.com/search-companies/?page=89
ShapeTX,Healthcare,Series C-1,$91.03MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=84
Sharebite,Foodtech,--,--,Food Products & Services,https://forgeglobal.com/search-companies/?page=148
Sharecare,Healthcare,--,--,Digital Health,https://forgeglobal.com/search-companies/?page=115
SharesPost,Fintech,--,--,Capital Markets,https://forgeglobal.com/search-companies/?page=56
Sharethrough,Enterprise Software,Series D,$10.06MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=124
Shein,Consumer & Lifestyle,--,--,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=6
Shelf,Enterprise Software,Series B,$33.09MM,Productivity,https://forgeglobal.com/search-companies/?page=174
Shift Cars,Consumer & Lifestyle,--,--,Other Consumer & Lifestyle,https://forgeglobal.com/search-companies/?page=101
Shift Technology,Fintech,--,--,Insurance,https://forgeglobal.com/search-companies/?page=130
Shift5,Enterprise Software,Series C,$75MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=93
ShiftMed,Healthcare,--,--,Digital Health,https://forgeglobal.com/search-companies/?page=102
Shiftsmart,Enterprise Software,Series B-1,$28.76MM,Human Resources,https://forgeglobal.com/search-companies/?page=120
SHINE Medical Technologies,Healthcare,--,--,Other Healthcare,https://forgeglobal.com/search-companies/?page=41
ShipBob,Enterprise Software,Series F,$100MM,Business Operations,https://forgeglobal.com/search-companies/?page=3
ShipMonk,Enterprise Software,--,--,Business Operations,https://forgeglobal.com/search-companies/?page=89
Shippeo,Enterprise Software,--,--,Business Operations,https://forgeglobal.com/search-companies/?page=51
Shippo,Industrial,Series E,$50MM,Logistics,https://forgeglobal.com/search-companies/?page=29
Shogun,Consumer & Lifestyle,Series C,$57.5MM,E-commerce Software,https://forgeglobal.com/search-companies/?page=93
ShopBack,Consumer & Lifestyle,--,--,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=89
ShopClues,Consumer & Lifestyle,Series E-3,$1.96MM,E-commerce,https://forgeglobal.com/search-companies/?page=72
Shopmonkey,Industrial,Series C,$75MM,Industrial Software,https://forgeglobal.com/search-companies/?page=67
ShopMy,Enterprise Software,Series B-5,$70MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=64
Shoreline Biosciences,Healthcare,Series B,$140MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=170
Shoulder Innovations,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=115
Shrapnel,Enterprise Software,Series A-2,$19.5MM,Software Development,https://forgeglobal.com/search-companies/?page=117
Shyp,Industrial,Series B,$50.72MM,Logistics,https://forgeglobal.com/search-companies/?page=156
Sibros,Transportation,Series B,$66.73MM,Transportation Software,https://forgeglobal.com/search-companies/?page=45
Side,Real Estate,Series D-1,$103.11MM,Real Estate Software,https://forgeglobal.com/search-companies/?page=18
Sidecar Health,Fintech,Series D-1,$148.04MM,Insurance,https://forgeglobal.com/search-companies/?page=66
Sierra,Enterprise Software,Series D,$350MM,Productivity,https://forgeglobal.com/search-companies/?page=5
Sierra Space,Industrial,--,--,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=14
SiFive,Technology Hardware,Series G,$610.68MM,Computing Hardware,https://forgeglobal.com/search-companies/?page=6
Sift,Enterprise Software,Series E-1,$25MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=38
SigFig,Fintech,Series E Prime,$50.75MM,Capital Markets,https://forgeglobal.com/search-companies/?page=33
Sight Diagnostics,Healthcare,--,--,Medical Devices,https://forgeglobal.com/search-companies/?page=130
Sight Sciences,Healthcare,--,--,Medical Devices,https://forgeglobal.com/search-companies/?page=148
SightCall,Industrial,--,--,Augmented / Virtual Reality,https://forgeglobal.com/search-companies/?page=149
Sigma,Enterprise Software,Series D,$264MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=32
Signal,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=79
SignalFx,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=102
SignalWire,Enterprise Software,--,--,Software Development,https://forgeglobal.com/search-companies/?page=102
Signifyd,Enterprise Software,Series E,$205MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=29
SigNoz,Enterprise Software,--,--,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=149
Sila Nanotechnologies,Energy,Series G,$375MM,Energy Storage,https://forgeglobal.com/search-companies/?page=7
Silicon Therapeutics,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=130
Silverfort,Enterprise Software,Series D,$116.6MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=73
SiMa.ai,Enterprise Software,Series B-1,$235.8MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=58
Simbe,Enterprise Software,Series C,$50MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=121
SimilarWeb,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=46
Simon Data,Enterprise Software,Series 1-D-4,$9.86MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=174
Simplifai,Enterprise Software,--,--,Productivity,https://forgeglobal.com/search-companies/?page=115
Simpplr,Enterprise Software,Series D,$70.25MM,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=94
Simulmedia,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=166
SINAI,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=130
SingleOps,Technology Hardware,--,--,Other Technology Hardware,https://forgeglobal.com/search-companies/?page=79
SingleStore (MemSQL),Enterprise Software,Series F-2,$116MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=17
Singular,Enterprise Software,Series B,$30MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=97
Sion Power,Energy,Series A-2,$2.5MM,Energy Storage,https://forgeglobal.com/search-companies/?page=74
Sionna Therapeutics,Healthcare,Series C,$181.86MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=119
SirionLabs,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=102
Sirnaomics,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=166
Siro,Enterprise Software,Series B-1,$44.94MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=174
SiSense,Enterprise Software,Series F,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=43
Sisu Data,Enterprise Software,Series C,$62.01MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=106
Sitetracker,Enterprise Software,Series D,$66.49MM,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=137
Skai,Consumer & Lifestyle,--,--,Media,https://forgeglobal.com/search-companies/?page=115
Skild,Enterprise Software,--,--,Business Operations,https://forgeglobal.com/search-companies/?page=166
Skild AI,Industrial,Series C,$694.07MM,Robotics,https://forgeglobal.com/search-companies/?page=3
Skillshare,Education,Series 1,$12.6MM,E-Learning,https://forgeglobal.com/search-companies/?page=86
Skillz,Consumer & Lifestyle,Series E,$101.46MM,Gaming,https://forgeglobal.com/search-companies/?page=81
SKIMS,Consumer & Lifestyle,Senior,$225MM,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=14
SKKN BY KIM,Consumer & Lifestyle,--,--,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=149
Skorpios Technologies,Technology Hardware,Series H,$30MM,Computing Hardware,https://forgeglobal.com/search-companies/?page=53
Skupos,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=102
Skydance Media,Consumer & Lifestyle,--,--,Media,https://forgeglobal.com/search-companies/?page=166
Skydio,Industrial,Series F,$150MM,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=3
Skyflow,Enterprise Software,Series B-3,$18.71MM,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=67
Skyhawk Therapeutics,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=16
SkyKick,Enterprise Software,Series B,$65MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=154
Skylo Technologies,Industrial,Series B+,$30MM,Industrial Equipment,https://forgeglobal.com/search-companies/?page=55
Skyloom Global,Enterprise Software,Series B,$29.36MM,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=60
Skyryse,Transportation,Series B,$182.95MM,Transportation Software,https://forgeglobal.com/search-companies/?page=44
Skytap,Enterprise Software,Series E-2,$12MM,Software Development,https://forgeglobal.com/search-companies/?page=107
Slash,Fintech,Series C,$135.28MM,Digital Banking,https://forgeglobal.com/search-companies/?page=91
Sleeper,Consumer & Lifestyle,Series C-1,$107MM,Gaming,https://forgeglobal.com/search-companies/?page=65
Slice,Consumer & Lifestyle,Series D,$40.77MM,Consumer & Lifestyle Enterprise Software,https://forgeglobal.com/search-companies/?page=15
Slide Insurance,Fintech,Series A,$100MM,Insurance,https://forgeglobal.com/search-companies/?page=60
Slope,Enterprise Software,--,--,Business Operations,https://forgeglobal.com/search-companies/?page=63
Smalls,Consumer & Lifestyle,--,--,Pets,https://forgeglobal.com/search-companies/?page=51
SmartAsset,Fintech,Series D,$113.35MM,Personal Finance,https://forgeglobal.com/search-companies/?page=15
SmarterDx,Healthcare,Series B,$50MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=67
Smartling,Enterprise Software,Series D,$25MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=123
SmartNews,Consumer & Lifestyle,--,--,Consumer Applications,https://forgeglobal.com/search-companies/?page=70
SmartRecruiters,Consumer & Lifestyle,Series E,$145.41MM,Consumer Applications,https://forgeglobal.com/search-companies/?page=81
SmithRx,Healthcare,Series C,$60MM,Digital Health,https://forgeglobal.com/search-companies/?page=60
Smule,Consumer & Lifestyle,Series J,$14.17MM,Social,https://forgeglobal.com/search-companies/?page=104
Snackpass,Consumer & Lifestyle,Series B,$70.1MM,Consumer Applications,https://forgeglobal.com/search-companies/?page=107
SnapCare,Healthcare,--,--,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=56
Snapdeal,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=89
SnapDocs,Real Estate,Series D,$150MM,Real Estate Products & Services,https://forgeglobal.com/search-companies/?page=32
SnapLogic,Enterprise Software,Series H,$82.5MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=152
Snappt,Enterprise Software,--,--,Business Operations,https://forgeglobal.com/search-companies/?page=79
Snappy,Consumer & Lifestyle,Series D,$35.37MM,E-commerce Software,https://forgeglobal.com/search-companies/?page=97
Snapsheet,Fintech,Series E3,$5MM,Fintech Software,https://forgeglobal.com/search-companies/?page=75
Snorkel AI,Enterprise Software,Series D,$79.29MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=15
Snowflake,Enterprise Software,Series G-1,$328.8MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=132
Snyk,Enterprise Software,Series G,$221.5MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=22
SOC Prime,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=166
SOCi,Enterprise Software,Series D,$31MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=61
Socket,Enterprise Software,Series C,$60MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=133
Socotra,Fintech,Series C,$50MM,Fintech Software,https://forgeglobal.com/search-companies/?page=138
Socure,Enterprise Software,Series E,$150MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=8
Soda Health,Healthcare,--,--,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=115
SoFi,Fintech,Series H-1,$879.86MM,Personal Finance,https://forgeglobal.com/search-companies/?page=52
Soft Robotics,Industrial,--,--,Robotics,https://forgeglobal.com/search-companies/?page=115
Solana,Fintech,--,--,Blockchain,https://forgeglobal.com/search-companies/?page=41
Solar Mosaic,Energy,Series C-1,$65MM,Clean Energy,https://forgeglobal.com/search-companies/?page=136
Solaria,Energy,--,--,Clean Energy,https://forgeglobal.com/search-companies/?page=149
Solaris,Fintech,--,--,Lending,https://forgeglobal.com/search-companies/?page=89
Solera Health,Healthcare,Series E-1,$15MM,Digital Health,https://forgeglobal.com/search-companies/?page=124
Soli Organic,Foodtech,--,--,Agtech,https://forgeglobal.com/search-companies/?page=115
Solid,Fintech,Series B,$2MM,Fintech Software,https://forgeglobal.com/search-companies/?page=45
Solid Power,Energy,--,--,Energy Storage,https://forgeglobal.com/search-companies/?page=149
Solidia Technologies,Real Estate,--,--,Other Real Estate,https://forgeglobal.com/search-companies/?page=63
Solidus Labs,Fintech,Series B,$30MM,Blockchain,https://forgeglobal.com/search-companies/?page=96
Sollis Therapeutics,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=166
Solo.io,Enterprise Software,Series C,$135MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=29
Solugen,Industrial,Series D,$200MM,Materials,https://forgeglobal.com/search-companies/?page=38
Solv Health,Healthcare,Series C,$45MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=137
Somatus,Healthcare,Series Junior-2NV,$300MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=71
SonarSource,Enterprise Software,--,--,Software Development,https://forgeglobal.com/search-companies/?page=34
Sonatus,Transportation,Series A-2,$75MM,Transportation Software,https://forgeglobal.com/search-companies/?page=121
Sonatype,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=89
Sonder,Consumer & Lifestyle,--,--,Travel & Hospitality,https://forgeglobal.com/search-companies/?page=166
SonderMind,Healthcare,Series C,$150MM,Digital Health,https://forgeglobal.com/search-companies/?page=57
Songtradr,Consumer & Lifestyle,--,--,Entertainment,https://forgeglobal.com/search-companies/?page=130
Sonoma Biotherapeutics,Healthcare,Series B-1,$147.78MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=118
Sonrai Security,Enterprise Software,Series C,$50.25MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=120
Sophie's Kitchen,Foodtech,--,--,Animal-Free Protein,https://forgeglobal.com/search-companies/?page=89
Sortera Technologies,Industrial,Series C-1,$59.35MM,Manufacturing,https://forgeglobal.com/search-companies/?page=96
Soufflé Therapeutics,Healthcare,Series A,$113.53MM,Digital Health,https://forgeglobal.com/search-companies/?page=61
Sound Agriculture,Foodtech,Series D-2,$25MM,Other Foodtech,https://forgeglobal.com/search-companies/?page=170
Sound Pharmaceuticals,Healthcare,Series C-2,$11.76MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=45
SoundCloud,Consumer & Lifestyle,--,--,Entertainment,https://forgeglobal.com/search-companies/?page=16
SoundHound,Enterprise Software,Series D-3,$150MM,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=90
SOURCE,Foodtech,Series C,$11.93MM,Food Products & Services,https://forgeglobal.com/search-companies/?page=12
Sourcegraph,Enterprise Software,Series D,$125MM,Software Development,https://forgeglobal.com/search-companies/?page=10
Sovrn,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=149
Soylent,Foodtech,Series B,$50MM,Animal-Free Protein,https://forgeglobal.com/search-companies/?page=137
Space and Time,Enterprise Software,Series A,$20MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=96
Spaceflight Industries  Inc.,Industrial,Series C,$112.25MM,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=43
Spacelift,Enterprise Software,--,--,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=149
Span,Energy,Series C,$100MM,Energy Storage,https://forgeglobal.com/search-companies/?page=43
Spark Car Wash,Consumer & Lifestyle,--,--,Other Consumer & Lifestyle,https://forgeglobal.com/search-companies/?page=166
Sparrow,Enterprise Software,Series B,$35MM,Business Operations,https://forgeglobal.com/search-companies/?page=121
Speak,Education,Series C,$77.7MM,Education Software,https://forgeglobal.com/search-companies/?page=25
Spectro Cloud,Enterprise Software,Series C,$75.01MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=92
Spectrum Medical,Healthcare,--,--,Medical Devices,https://forgeglobal.com/search-companies/?page=115
Spendesk,Fintech,--,--,Payments,https://forgeglobal.com/search-companies/?page=89
SPiCE VC,Fintech,--,--,Other Fintech,https://forgeglobal.com/search-companies/?page=166
Spin Memory,Consumer & Lifestyle,--,--,Consumer Electronics,https://forgeglobal.com/search-companies/?page=63
SpinLaunch,Industrial,--,--,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=41
Spinogenix,Healthcare,Series D,$9.8MM,Other Healthcare,https://forgeglobal.com/search-companies/?page=155
Spire,Enterprise Software,Series C,$69.47MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=121
Splash Financial,Fintech,Series C Voting,$68.55MM,Lending,https://forgeglobal.com/search-companies/?page=94
Splashtop,Enterprise Software,Series E,$60MM,Business Operations,https://forgeglobal.com/search-companies/?page=104
Splice,Consumer & Lifestyle,Series D,$56MM,Entertainment,https://forgeglobal.com/search-companies/?page=21
Splio,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=130
